"Date Time","WDIR (degT)","WSPD (m/s)","WVHT (m)","DPD (sec)","APD (sec)","PRES (hPa)"
17.01.2020 03:40,281.00,5.80,3.77,11.4,8.7,1016.7
17.01.2020 04:40,271.00,6.10,3.26,11.4,8.0,1017.6
17.01.2020 05:40,258.00,6.50,3.59,10.8,8.3,1018.2
17.01.2020 06:40,244.00,7.10,3.35,12.1,8.2,1018.5
17.01.2020 07:40,237.00,6.50,3.52,11.4,8.4,1019.0
17.01.2020 08:40,232.00,6.20,3.65,12.1,8.3,1019.6
17.01.2020 09:40,234.00,4.80,3.60,11.4,8.2,1019.4
17.01.2020 10:40,216.00,6.20,3.21,10.8,8.0,1019.9
17.01.2020 11:40,211.00,7.30,3.23,10.8,8.1,1019.8
17.01.2020 12:40,199.00,7.00,2.85,11.4,7.8,1019.9
17.01.2020 13:40,206.00,8.00,2.85,11.4,7.8,1019.9
17.01.2020 14:40,190.00,8.40,2.58,11.4,7.3,1019.9
17.01.2020 15:40,187.00,8.80,2.80,11.4,7.4,1019.9
17.01.2020 16:40,174.00,9.20,2.65,11.4,7.1,1020.5
17.01.2020 17:40,178.00,10.70,2.54,11.4,6.7,1020.7
17.01.2020 18:40,170.00,11.00,2.39,11.4,6.1,1021.1
17.01.2020 19:40,180.00,10.70,2.59,10.8,6.3,1021.2
17.01.2020 20:40,177.00,10.20,2.41,11.4,5.9,1019.9
17.01.2020 21:40,186.00,11.00,2.88,10.8,6.5,1018.9
17.01.2020 22:40,178.00,11.50,2.67,12.1,6.2,1018.0
17.01.2020 23:40,179.00,11.30,2.59,10.8,5.9,1018.0
18.01.2020 00:40,174.00,11.30,2.67,11.4,6.0,1017.1
18.01.2020 01:40,179.00,12.20,2.74,10.8,6.0,1016.8
18.01.2020 02:40,179.00,12.10,2.54,6.2,5.7,1017.0
18.01.2020 03:40,182.00,11.70,2.73,7.1,5.8,1017.2
18.01.2020 04:40,183.00,12.20,2.59,7.1,5.8,1017.0
18.01.2020 05:40,186.00,11.40,2.74,7.1,5.9,1017.3
18.01.2020 06:40,189.00,12.20,2.98,8.3,6.2,1017.5
18.01.2020 07:40,189.00,12.50,2.87,7.7,6.2,1017.8
18.01.2020 08:40,190.00,11.50,3.19,8.3,6.4,1018.0
18.01.2020 09:40,194.00,11.30,3.18,8.3,6.2,1017.7
18.01.2020 10:40,203.00,10.00,3.20,8.3,6.6,1018.2
18.01.2020 11:40,286.00,4.00,3.17,10.0,7.0,1019.1
18.01.2020 12:40,273.00,2.60,2.84,9.1,6.9,1019.1
18.01.2020 13:40,263.00,1.90,3.00,10.0,7.0,1019.3
18.01.2020 14:40,277.00,2.50,2.81,10.0,7.0,1020.0
18.01.2020 15:40,275.00,2.60,2.79,8.3,6.9,1020.7
18.01.2020 16:40,276.00,1.30,2.93,10.0,7.2,1021.2
18.01.2020 17:40,153.00,0.50,2.62,10.0,7.1,1021.9
18.01.2020 18:40,133.00,2.00,2.89,10.0,7.3,1022.4
18.01.2020 19:40,203.00,6.00,3.04,16.0,7.7,1022.6
18.01.2020 20:40,191.00,7.30,3.33,16.0,8.4,1022.1
18.01.2020 21:40,189.00,7.60,5.09,16.0,10.6,1021.5
18.01.2020 22:40,190.00,7.80,5.25,16.0,11.0,1021.5
18.01.2020 23:40,188.00,8.20,5.30,16.0,10.7,1021.4
19.01.2020 00:40,190.00,8.10,4.64,16.0,9.7,1021.3
19.01.2020 01:40,182.00,7.40,5.08,14.8,10.3,1021.6
19.01.2020 02:40,181.00,7.30,4.73,16.0,10.3,1021.7
19.01.2020 03:40,177.00,7.00,5.09,13.8,10.2,1021.9
19.01.2020 04:40,176.00,7.30,4.89,16.0,10.2,1022.4
19.01.2020 05:40,177.00,6.90,4.76,16.0,10.3,1022.2
19.01.2020 06:40,180.00,7.10,4.55,14.8,10.0,1022.1
19.01.2020 07:40,181.00,6.20,4.47,13.8,10.2,1022.2
19.01.2020 08:40,178.00,7.40,3.67,12.9,9.5,1021.7
19.01.2020 09:40,173.00,6.40,4.24,14.8,10.1,1021.2
19.01.2020 10:40,172.00,6.00,4.03,14.8,9.8,1020.9
19.01.2020 11:40,177.00,6.90,3.96,14.8,9.8,1020.6
19.01.2020 12:40,173.00,5.60,4.03,14.8,10.1,1020.0
19.01.2020 13:40,179.00,6.40,3.75,14.8,9.4,1019.4
19.01.2020 14:40,178.00,5.30,4.03,14.8,9.8,1019.2
19.01.2020 15:40,171.00,6.80,3.78,12.9,9.8,1019.2
19.01.2020 16:40,172.00,7.50,3.85,12.1,9.3,1019.3
19.01.2020 17:40,177.00,7.40,3.60,12.9,8.9,1019.1
19.01.2020 18:40,180.00,8.30,3.99,12.9,9.4,1019.3
19.01.2020 19:40,185.00,8.30,3.96,12.9,9.2,1019.0
19.01.2020 20:40,185.00,8.20,3.66,12.9,8.9,1018.0
19.01.2020 21:40,184.00,7.80,3.36,12.9,8.8,1017.1
19.01.2020 22:40,187.00,8.00,3.25,12.9,8.5,1016.2
19.01.2020 23:40,183.00,7.00,2.86,12.9,8.1,1015.7
20.01.2020 00:40,183.00,6.80,2.91,13.8,8.4,1015.8
20.01.2020 01:40,208.00,6.60,3.27,12.1,8.7,1015.8
20.01.2020 02:40,207.00,5.40,3.28,13.8,8.8,1016.0
20.01.2020 03:40,167.00,5.30,3.17,12.9,9.0,1015.7
20.01.2020 04:40,164.00,7.40,3.00,13.8,8.7,1015.5
20.01.2020 05:40,198.00,4.40,2.89,12.9,8.7,1016.0
20.01.2020 06:40,197.00,5.00,3.00,12.9,9.1,1015.7
20.01.2020 07:40,173.00,5.30,3.07,12.9,9.0,1015.1
20.01.2020 08:40,191.00,5.40,99.00,99.0,99.0,1014.9
20.01.2020 09:40,187.00,5.40,2.85,12.1,8.6,1014.5
20.01.2020 10:40,203.00,5.20,3.19,12.9,9.1,1014.3
20.01.2020 11:40,198.00,6.60,3.21,12.9,9.4,1014.1
20.01.2020 12:40,197.00,6.70,3.53,12.1,10.1,1013.6
20.01.2020 13:40,190.00,6.10,3.78,11.4,10.4,1013.1
20.01.2020 14:40,201.00,6.90,4.32,16.0,11.0,1013.2
20.01.2020 15:40,191.00,7.10,4.79,17.4,11.8,1013.2
20.01.2020 16:40,195.00,7.20,4.65,14.8,11.2,1013.3
20.01.2020 17:40,194.00,7.60,5.24,17.4,11.9,1013.2
20.01.2020 18:40,194.00,8.30,4.07,17.4,10.5,1013.1
20.01.2020 19:40,195.00,8.90,4.78,17.4,10.9,1012.6
20.01.2020 20:40,197.00,9.30,4.74,16.0,10.7,1011.6
20.01.2020 21:40,196.00,10.00,4.46,16.0,10.0,1010.7
20.01.2020 22:40,197.00,10.60,3.96,16.0,9.3,1009.9
20.01.2020 23:40,200.00,11.10,3.75,14.8,8.5,1009.3
21.01.2020 00:40,203.00,11.50,4.29,16.0,9.1,1009.0
21.01.2020 01:40,205.00,11.60,4.00,16.0,8.7,1008.4
21.01.2020 02:40,206.00,12.10,4.06,14.8,8.3,1008.3
21.01.2020 03:40,212.00,13.00,4.52,14.8,8.8,1008.6
21.01.2020 04:40,292.00,7.20,4.73,13.8,9.0,1009.9
21.01.2020 05:40,284.00,8.70,5.16,14.8,9.5,1011.3
21.01.2020 06:40,282.00,9.70,5.68,14.8,9.3,1011.9
21.01.2020 07:40,248.00,8.30,5.25,16.0,9.4,1011.9
21.01.2020 08:40,258.00,8.10,5.66,16.0,9.8,1012.5
21.01.2020 09:40,258.00,8.90,6.17,16.0,10.4,1012.5
21.01.2020 10:40,268.00,8.70,6.23,17.4,10.7,1013.0
21.01.2020 11:40,266.00,8.80,5.51,16.0,10.2,1014.0
21.01.2020 12:40,266.00,8.80,6.51,14.8,11.2,1013.9
21.01.2020 13:40,259.00,8.00,5.37,16.0,10.4,1014.4
21.01.2020 14:40,267.00,7.60,5.35,16.0,10.4,1014.9
21.01.2020 15:40,261.00,6.30,5.99,16.0,11.1,1015.6
21.01.2020 16:40,270.00,7.80,6.05,16.0,11.0,1016.8
21.01.2020 17:40,267.00,6.80,5.67,14.8,10.7,1017.6
21.01.2020 18:40,258.00,5.90,5.68,14.8,11.1,1017.6
21.01.2020 19:40,259.00,5.40,5.63,14.8,10.7,1018.2
21.01.2020 20:40,249.00,6.00,5.43,13.8,10.5,1018.0
21.01.2020 21:40,240.00,5.70,5.61,14.8,10.5,1018.0
21.01.2020 22:40,242.00,5.80,5.29,14.8,10.2,1018.2
21.01.2020 23:40,240.00,5.40,5.23,14.8,9.9,1018.4
22.01.2020 00:40,245.00,5.70,4.94,14.8,9.7,1018.8
22.01.2020 01:40,237.00,5.70,4.64,13.8,9.6,1019.2
22.01.2020 02:40,225.00,4.90,4.89,14.8,9.8,1019.7
22.01.2020 03:40,204.00,6.00,4.66,12.1,9.7,1020.2
22.01.2020 04:40,196.00,6.20,4.23,13.8,9.1,1020.5
22.01.2020 05:40,194.00,6.90,4.37,12.9,9.4,1020.8
22.01.2020 06:40,196.00,7.40,3.81,13.8,8.8,1020.9
22.01.2020 07:40,193.00,7.10,3.85,12.1,9.1,1020.7
22.01.2020 08:40,197.00,7.20,3.58,13.8,8.7,1020.5
22.01.2020 09:40,206.00,7.60,3.91,12.9,9.3,1020.7
22.01.2020 10:40,218.00,9.00,3.88,13.8,9.2,1020.9
22.01.2020 11:40,208.00,7.80,3.28,13.8,8.3,1020.8
22.01.2020 12:40,208.00,7.20,3.69,12.9,8.8,1020.7
22.01.2020 13:40,204.00,7.40,3.71,12.9,9.2,1020.4
22.01.2020 14:40,200.00,7.70,3.70,12.9,9.3,1020.4
22.01.2020 15:40,202.00,7.90,3.59,12.9,8.7,1020.6
22.01.2020 16:40,201.00,8.40,3.43,12.1,8.4,1021.0
22.01.2020 17:40,193.00,8.30,3.39,12.1,8.2,1021.6
22.01.2020 18:40,194.00,7.30,3.25,12.9,8.2,1022.0
22.01.2020 19:40,195.00,7.30,3.45,12.1,8.1,1021.8
22.01.2020 20:40,198.00,7.10,3.13,12.1,8.0,1021.4
22.01.2020 21:40,196.00,6.40,3.13,10.8,7.9,1021.1
22.01.2020 22:40,198.00,6.20,2.70,12.1,7.6,1020.8
22.01.2020 23:40,199.00,7.30,2.90,10.8,7.7,1020.8
23.01.2020 00:40,191.00,6.40,2.80,11.4,7.7,1020.6
23.01.2020 01:40,193.00,6.90,2.68,11.4,7.7,1020.5
23.01.2020 02:40,191.00,7.40,2.57,12.1,7.6,1020.7
23.01.2020 03:40,193.00,7.30,2.42,10.8,7.1,1021.1
23.01.2020 04:40,185.00,7.40,2.52,10.0,7.4,1021.1
23.01.2020 05:40,186.00,7.90,2.41,11.4,7.3,1021.3
23.01.2020 06:40,183.00,8.20,2.31,10.8,6.9,1021.0
23.01.2020 07:40,184.00,8.30,2.15,11.4,6.5,1020.9
23.01.2020 08:40,178.00,9.50,2.24,11.4,6.5,1020.2
23.01.2020 09:40,188.00,9.50,2.18,11.4,6.2,1019.8
23.01.2020 10:40,189.00,8.70,2.39,11.4,6.6,1019.9
23.01.2020 11:40,185.00,7.80,2.56,10.0,6.8,1019.8
23.01.2020 12:40,191.00,7.90,2.45,10.0,6.9,1019.8
23.01.2020 13:40,195.00,7.50,2.57,10.8,7.1,1019.7
23.01.2020 14:40,194.00,8.50,2.51,10.8,7.0,1019.4
23.01.2020 15:40,183.00,8.50,2.56,11.4,7.0,1019.1
23.01.2020 16:40,186.00,8.90,2.49,11.4,7.0,1019.3
23.01.2020 17:40,190.00,8.50,2.49,10.0,7.0,1019.1
23.01.2020 18:40,193.00,7.50,2.91,10.8,7.6,1019.2
23.01.2020 19:40,204.00,7.60,2.98,12.1,7.7,1019.4
23.01.2020 20:40,203.00,8.40,3.17,10.8,7.8,1018.5
23.01.2020 21:40,207.00,9.20,3.11,11.4,7.7,1017.7
23.01.2020 22:40,213.00,7.60,3.63,12.1,8.3,1017.4
23.01.2020 23:40,215.00,7.40,3.54,12.1,8.2,1017.3
24.01.2020 00:40,222.00,6.70,3.12,12.1,8.0,1017.7
24.01.2020 01:40,225.00,7.00,3.07,11.4,8.1,1017.7
24.01.2020 02:40,229.00,6.40,3.11,19.1,8.7,1018.2
24.01.2020 03:40,225.00,5.00,3.47,11.4,9.1,1018.8
24.01.2020 04:40,221.00,5.10,3.48,12.1,9.2,1019.1
24.01.2020 05:40,213.00,4.20,3.68,19.1,9.9,1019.1
24.01.2020 06:40,222.00,4.70,3.61,19.1,9.7,1019.5
24.01.2020 07:40,211.00,4.00,4.03,19.1,11.0,1019.8
24.01.2020 08:40,221.00,4.60,3.98,19.1,10.8,1019.6
24.01.2020 09:40,223.00,3.50,3.31,19.1,10.0,1019.4
24.01.2020 10:40,210.00,4.20,3.83,19.1,10.6,1019.4
24.01.2020 11:40,197.00,4.60,3.82,19.1,10.6,1019.0
24.01.2020 12:40,195.00,4.90,3.74,19.1,10.2,1018.9
24.01.2020 13:40,203.00,4.30,3.66,19.1,10.4,1019.0
24.01.2020 14:40,184.00,2.30,3.57,19.1,10.4,1018.7
24.01.2020 15:40,179.00,4.50,3.99,17.4,11.0,1018.5
24.01.2020 16:40,159.00,4.20,3.47,17.4,10.7,1018.4
24.01.2020 17:40,162.00,4.30,4.12,17.4,11.4,1018.8
24.01.2020 18:40,204.00,6.20,4.19,17.4,11.7,1018.8
24.01.2020 19:40,212.00,7.60,4.16,17.4,11.2,1018.7
24.01.2020 20:40,214.00,8.80,4.94,17.4,11.6,1017.9
24.01.2020 21:40,200.00,10.70,4.43,17.4,10.4,1016.5
24.01.2020 22:40,195.00,7.50,4.53,16.0,10.3,1016.5
24.01.2020 23:40,213.00,8.40,4.88,16.0,10.9,1016.7
25.01.2020 00:40,226.00,8.40,5.24,16.0,11.5,1017.1
25.01.2020 01:40,229.00,7.00,4.75,16.0,10.9,1017.1
25.01.2020 02:40,234.00,6.10,4.70,16.0,10.2,1017.3
25.01.2020 03:40,234.00,5.30,4.54,16.0,10.5,1018.4
25.01.2020 04:40,216.00,6.50,4.80,14.8,10.7,1018.4
25.01.2020 05:40,225.00,6.20,3.91,16.0,10.1,1018.8
25.01.2020 06:40,213.00,4.60,4.31,16.0,10.2,1018.4
25.01.2020 07:40,201.00,5.30,4.43,16.0,10.6,1018.0
25.01.2020 08:40,204.00,4.90,3.81,14.8,9.9,1017.7
25.01.2020 09:40,202.00,7.30,3.91,14.8,9.8,1018.0
25.01.2020 10:40,206.00,6.80,3.91,16.0,9.8,1018.0
25.01.2020 11:40,197.00,6.30,3.48,16.0,9.3,1017.6
25.01.2020 12:40,193.00,6.80,3.76,12.9,9.6,1017.0
25.01.2020 13:40,196.00,7.50,3.67,14.8,9.7,1016.5
25.01.2020 14:40,196.00,7.50,3.38,14.8,8.8,1016.4
25.01.2020 15:40,194.00,8.20,3.43,14.8,9.1,1016.3
25.01.2020 16:40,190.00,9.40,3.17,13.8,8.4,1016.0
25.01.2020 17:40,189.00,9.70,3.21,13.8,8.1,1016.0
25.01.2020 18:40,189.00,9.90,3.09,14.8,7.8,1015.8
25.01.2020 19:40,191.00,10.90,3.04,13.8,7.6,1015.5
25.01.2020 20:40,192.00,11.00,2.89,13.8,7.1,1014.4
25.01.2020 21:40,199.00,11.00,3.12,14.8,7.2,1013.7
25.01.2020 22:40,203.00,12.00,3.18,13.8,7.0,1013.1
25.01.2020 23:40,255.00,9.00,3.40,13.8,7.0,1014.0
26.01.2020 00:40,248.00,4.80,3.32,12.9,7.5,1014.4
26.01.2020 01:40,236.00,5.40,3.20,13.8,7.4,1015.6
26.01.2020 02:40,256.00,7.20,3.42,13.8,8.1,1016.0
26.01.2020 03:40,263.00,7.70,3.21,13.8,7.8,1017.1
26.01.2020 04:40,268.00,8.20,3.18,13.8,8.0,1018.1
26.01.2020 05:40,261.00,7.40,3.16,17.4,8.1,1018.8
26.01.2020 06:40,271.00,7.40,3.03,17.4,8.4,1019.6
26.01.2020 07:40,278.00,8.60,3.66,16.0,9.2,1020.5
26.01.2020 08:40,263.00,5.40,3.38,16.0,9.2,1020.8
26.01.2020 09:40,256.00,6.40,2.95,16.0,8.4,1021.2
26.01.2020 10:40,246.00,6.60,4.16,16.0,10.2,1021.7
26.01.2020 11:40,249.00,7.10,3.10,14.8,8.4,1021.9
26.01.2020 12:40,250.00,7.70,4.07,14.8,9.9,1022.2
26.01.2020 13:40,244.00,8.30,4.03,14.8,9.5,1022.6
26.01.2020 14:40,246.00,7.60,3.69,14.8,8.8,1022.8
26.01.2020 15:40,238.00,7.20,4.20,13.8,9.6,1023.6
26.01.2020 16:40,228.00,7.70,3.75,13.8,8.7,1024.1
26.01.2020 17:40,227.00,8.00,3.45,13.8,8.2,1024.5
26.01.2020 18:40,233.00,8.30,3.61,13.8,8.5,1025.4
26.01.2020 19:40,230.00,8.20,3.50,13.8,8.3,1025.5
26.01.2020 20:40,233.00,8.80,3.84,12.9,8.8,1025.3
26.01.2020 21:40,229.00,8.70,3.91,13.8,8.8,1025.1
26.01.2020 22:40,240.00,8.10,3.96,13.8,9.0,1024.9
26.01.2020 23:40,235.00,7.20,4.00,13.8,9.3,1024.9
27.01.2020 00:40,236.00,7.00,3.87,12.9,9.4,1025.4
27.01.2020 01:40,230.00,6.40,3.91,13.8,9.4,1025.6
27.01.2020 02:40,230.00,6.40,4.16,13.8,9.8,1025.9
27.01.2020 03:40,230.00,6.30,4.63,13.8,9.9,1026.5
27.01.2020 04:40,226.00,6.20,4.27,12.9,10.0,1026.8
27.01.2020 05:40,233.00,6.60,4.07,16.0,9.6,1027.3
27.01.2020 06:40,234.00,6.20,4.10,12.9,9.8,1027.2
27.01.2020 07:40,210.00,6.50,4.64,12.9,10.3,1026.9
27.01.2020 08:40,211.00,7.60,4.35,16.0,10.1,1026.5
27.01.2020 09:40,209.00,8.10,4.34,14.8,10.0,1026.0
27.01.2020 10:40,211.00,8.80,4.28,17.4,9.7,1025.9
27.01.2020 11:40,217.00,8.30,4.72,12.9,9.7,1026.1
27.01.2020 12:40,212.00,8.70,4.94,12.9,10.1,1025.7
27.01.2020 13:40,214.00,8.80,4.27,12.9,9.4,1025.6
27.01.2020 14:40,214.00,8.40,4.55,16.0,9.2,1025.7
27.01.2020 15:40,228.00,9.30,4.46,11.4,9.1,1025.9
27.01.2020 16:40,225.00,10.10,4.54,16.0,9.3,1026.3
27.01.2020 17:40,218.00,7.30,4.24,12.1,9.1,1026.5
27.01.2020 18:40,201.00,7.50,4.45,13.8,9.4,1026.8
27.01.2020 19:40,211.00,8.70,4.13,12.9,9.3,1026.8
27.01.2020 20:40,208.00,8.70,4.09,12.9,9.1,1026.2
27.01.2020 21:40,212.00,9.60,3.59,14.8,8.5,1025.5
27.01.2020 22:40,213.00,9.80,3.86,12.1,8.7,1024.8
27.01.2020 23:40,214.00,9.20,3.95,13.8,8.6,1024.7
28.01.2020 00:40,203.00,9.90,4.05,14.8,8.7,1023.6
28.01.2020 01:40,217.00,9.70,3.67,13.8,8.1,1024.8
28.01.2020 02:40,217.00,9.50,4.01,12.9,8.5,1024.8
28.01.2020 03:40,222.00,9.00,3.79,14.8,8.3,1025.2
28.01.2020 04:40,226.00,9.20,3.96,12.9,8.5,1025.3
28.01.2020 05:40,227.00,8.30,3.62,12.1,8.1,1025.7
28.01.2020 06:40,233.00,9.20,3.80,13.8,8.3,1025.8
28.01.2020 07:40,237.00,8.90,3.33,12.1,7.7,1026.1
28.01.2020 08:40,235.00,9.30,4.12,10.8,8.7,1025.4
28.01.2020 09:40,242.00,8.60,3.86,10.8,8.3,1025.4
28.01.2020 10:40,250.00,10.30,3.97,11.4,8.4,1025.7
28.01.2020 11:40,262.00,8.60,3.84,12.9,8.5,1026.4
28.01.2020 12:40,276.00,8.40,3.87,12.1,8.5,1026.6
28.01.2020 13:40,277.00,7.20,3.61,10.8,8.4,1026.7
28.01.2020 14:40,286.00,7.80,3.94,12.1,8.7,1027.3
28.01.2020 15:40,284.00,6.40,4.19,11.4,9.0,1028.3
28.01.2020 16:40,289.00,6.30,3.74,11.4,8.5,1028.7
28.01.2020 17:40,278.00,4.90,4.02,12.1,8.8,1029.1
28.01.2020 18:40,276.00,4.00,4.09,13.8,9.6,1029.5
28.01.2020 19:40,243.00,3.40,4.05,13.8,9.7,1029.5
28.01.2020 20:40,236.00,4.40,4.44,12.9,9.8,1029.0
28.01.2020 21:40,237.00,4.20,4.41,16.0,10.3,1028.5
28.01.2020 22:40,228.00,4.70,4.92,13.8,10.7,1028.2
28.01.2020 23:40,230.00,5.40,5.68,14.8,11.4,1028.4
29.01.2020 00:40,237.00,5.70,5.92,16.0,11.6,1028.3
29.01.2020 01:40,231.00,5.20,5.59,14.8,10.9,1027.9
29.01.2020 02:40,225.00,5.00,6.23,14.8,11.5,1028.2
29.01.2020 03:40,219.00,4.80,5.40,13.8,10.8,1028.8
29.01.2020 04:40,220.00,5.10,5.44,14.8,10.9,1029.0
29.01.2020 05:40,221.00,5.90,5.92,14.8,11.1,1029.1
29.01.2020 06:40,227.00,5.40,5.29,14.8,10.7,1028.9
29.01.2020 07:40,219.00,4.70,4.87,16.0,10.3,1028.9
29.01.2020 08:40,214.00,4.00,4.28,14.8,10.2,1028.6
29.01.2020 09:40,233.00,6.40,3.86,14.8,9.9,1028.3
29.01.2020 10:40,219.00,6.80,3.62,12.9,9.6,1028.1
29.01.2020 11:40,220.00,6.20,3.72,14.8,9.7,1028.0
29.01.2020 12:40,222.00,5.90,3.23,13.8,9.3,1027.6
29.01.2020 13:40,242.00,6.30,3.36,13.8,9.7,1027.6
29.01.2020 14:40,227.00,5.30,2.92,13.8,8.8,1027.6
29.01.2020 15:40,221.00,6.40,3.09,11.4,9.1,1027.7
29.01.2020 16:40,228.00,7.00,3.06,13.8,9.0,1028.5
29.01.2020 17:40,229.00,7.70,3.12,12.9,8.8,1028.4
29.01.2020 18:40,236.00,8.90,2.98,12.9,8.0,1028.3
29.01.2020 19:40,247.00,7.80,3.00,12.1,8.2,1028.7
29.01.2020 20:40,236.00,6.90,2.66,12.9,7.8,1027.3
29.01.2020 21:40,237.00,7.30,2.72,12.1,8.1,1026.6
29.01.2020 22:40,236.00,7.10,2.61,12.9,7.8,1026.2
29.01.2020 23:40,240.00,7.30,2.61,12.1,8.0,1026.1
30.01.2020 00:40,231.00,6.30,2.58,12.1,7.8,1026.0
30.01.2020 01:40,240.00,6.50,2.64,11.4,7.7,1026.9
30.01.2020 02:40,247.00,6.30,2.85,12.9,8.2,1027.6
30.01.2020 03:40,245.00,5.50,2.77,10.0,7.9,1027.9
30.01.2020 04:40,252.00,5.10,3.12,12.9,8.4,1028.0
30.01.2020 05:40,241.00,4.60,3.13,12.1,8.6,1028.2
30.01.2020 06:40,230.00,4.50,3.16,12.1,8.9,1027.6
30.01.2020 07:40,224.00,5.00,3.14,12.1,9.1,1027.8
30.01.2020 08:40,249.00,6.70,2.98,12.9,9.0,1027.8
30.01.2020 09:40,250.00,5.20,2.99,12.9,9.2,1027.4
30.01.2020 10:40,236.00,4.80,3.15,12.1,9.2,1027.1
30.01.2020 11:40,226.00,4.50,3.37,12.1,9.7,1026.8
30.01.2020 12:40,251.00,6.00,3.26,11.4,9.5,1027.5
30.01.2020 13:40,254.00,5.60,3.61,12.1,9.9,1027.7
30.01.2020 14:40,245.00,4.60,3.88,16.0,10.5,1027.8
30.01.2020 15:40,237.00,5.30,3.88,16.0,10.2,1027.8
30.01.2020 16:40,246.00,6.60,4.01,14.8,10.2,1028.0
30.01.2020 17:40,248.00,7.00,3.86,14.8,9.7,1028.8
30.01.2020 18:40,250.00,7.50,3.70,14.8,9.5,1029.5
30.01.2020 19:40,255.00,7.50,3.81,14.8,9.6,1029.7
30.01.2020 20:40,263.00,7.60,3.95,14.8,9.9,1029.7
30.01.2020 21:40,257.00,5.00,3.49,14.8,9.3,1029.0
30.01.2020 22:40,250.00,4.40,3.93,12.1,10.0,1028.5
30.01.2020 23:40,234.00,4.10,3.22,12.9,9.3,1028.6
31.01.2020 00:40,235.00,4.00,3.52,13.8,10.1,1028.6
31.01.2020 01:40,233.00,3.40,3.37,13.8,9.9,1028.5
31.01.2020 02:40,233.00,3.70,3.65,13.8,10.5,1028.4
31.01.2020 03:40,224.00,3.50,3.46,12.9,10.1,1028.6
31.01.2020 04:40,228.00,3.00,3.60,13.8,10.7,1029.0
31.01.2020 05:40,223.00,3.70,3.34,12.9,10.3,1029.1
31.01.2020 06:40,232.00,4.90,2.88,13.8,10.0,1028.9
31.01.2020 07:40,225.00,5.50,3.24,12.9,10.1,1029.0
31.01.2020 08:40,222.00,5.40,3.22,13.8,10.0,1028.8
31.01.2020 09:40,219.00,4.80,3.38,12.1,10.0,1028.5
31.01.2020 10:40,212.00,4.30,3.10,12.9,9.9,1028.4
31.01.2020 11:40,226.00,3.90,3.03,14.8,10.0,1028.4
31.01.2020 12:40,221.00,3.70,3.29,12.9,9.9,1028.1
31.01.2020 13:40,222.00,3.40,3.47,12.9,10.0,1028.2
31.01.2020 14:40,214.00,4.00,3.38,12.1,9.9,1028.0
31.01.2020 16:40,200.00,4.60,3.29,12.1,9.9,1028.9
31.01.2020 17:40,206.00,5.60,2.98,13.8,9.4,1029.2
31.01.2020 18:40,215.00,7.20,3.48,12.9,9.6,1029.4
31.01.2020 19:40,218.00,7.30,2.97,12.9,8.9,1029.5
31.01.2020 20:40,233.00,8.80,3.07,14.8,8.4,1028.9
31.01.2020 21:40,226.00,8.20,3.03,12.9,8.5,1027.7
31.01.2020 22:40,222.00,8.00,2.83,12.9,7.8,1027.0
31.01.2020 23:40,216.00,8.40,2.69,12.9,7.6,1026.9
01.02.2020 00:40,237.00,9.00,2.65,12.1,7.6,1027.2
01.02.2020 01:40,228.00,8.20,3.09,14.8,8.3,1027.7
01.02.2020 02:40,234.00,7.70,2.91,12.9,8.0,1028.3
01.02.2020 03:40,241.00,7.00,3.08,12.1,7.9,1028.4
01.02.2020 04:40,242.00,7.00,2.92,12.9,8.1,1028.7
01.02.2020 05:40,245.00,8.00,3.05,12.1,8.1,1028.9
01.02.2020 06:40,237.00,7.80,3.30,10.8,8.0,1029.2
01.02.2020 07:40,226.00,5.60,3.40,12.9,8.5,1028.9
01.02.2020 08:40,215.00,4.90,3.08,12.9,8.4,1028.8
01.02.2020 09:40,211.00,5.00,3.20,11.4,8.5,1028.7
01.02.2020 10:40,195.00,5.60,3.28,12.1,8.6,1028.6
01.02.2020 11:40,206.00,5.90,3.09,12.9,8.7,1028.6
01.02.2020 12:40,215.00,5.70,3.20,12.1,8.6,1028.8
01.02.2020 13:40,220.00,5.70,3.23,12.1,8.8,1028.6
01.02.2020 14:40,211.00,5.60,3.59,12.9,9.2,1028.7
01.02.2020 15:40,233.00,4.70,3.33,12.9,9.1,1029.0
01.02.2020 16:40,249.00,3.90,3.54,11.4,9.0,1029.7
01.02.2020 17:40,305.00,3.10,3.37,12.1,9.2,1030.1
01.02.2020 18:40,319.00,4.60,3.10,12.1,9.0,1030.5
01.02.2020 19:40,336.00,5.80,3.32,12.9,9.1,1030.7
01.02.2020 20:40,346.00,6.20,2.92,12.1,8.7,1030.5
01.02.2020 21:40,351.00,6.60,2.65,12.1,8.3,1030.3
01.02.2020 22:40,353.00,6.80,2.72,11.4,8.3,1030.2
01.02.2020 23:40,353.00,7.50,3.05,12.1,8.5,1030.3
02.02.2020 00:40,351.00,7.70,2.86,11.4,8.3,1030.4
02.02.2020 02:40,360.00,9.50,2.72,11.4,7.7,1030.8
02.02.2020 03:40,357.00,9.10,3.02,10.8,8.0,1031.3
02.02.2020 04:40,1.00,8.30,3.04,10.8,7.9,1032.0
02.02.2020 05:40,355.00,10.60,3.08,12.9,7.6,1032.4
02.02.2020 06:40,347.00,10.10,3.15,12.9,7.8,1032.9
02.02.2020 07:40,351.00,10.00,3.37,12.1,8.0,1033.1
